Gene	Inheritance_model
STATIP1	AR
MRT58	AR
MOCOS	AR
MCS	AR
XAN2	AR
SETBP1	AD
KIAA0437	AD
SEB	AD
MRD29	AD
EPG5	AR
KIAA1632	AR
HEEW1	AR
VICIS	AR
ALS3	AD
CORD1	AD
CRD1	AD
ATP5F1A	AR
ATP5A1	AR
ATPM	AR
ATP5A	AR
ORM	AR
MC5DN4	AR
COXPD22	AR
LOXHD1	AR
DFNB77	AR
IER3IP1	AR
MEDS	AR
DYM	AR
FLJ90130	AR
DMC	AR
SMC	AR
MYO5B	AR
KIAA1119	AR
CCDC11	AR
HTX6	AR
SMAD4	AD
MADH4	AD
DPC4	AD
JIP	AD
MYHRS	AD
DCC	AD,AR
MRMV1	AD,AR
HGPPS2	AD,AR
TCF4	AD
SEF2	AD
ITF2	AD
PTHS	AD
FECD3	AD
CNSN	AR
FECH	AR
FCE	AR
EPP1	AR
NARS1	AR
NARS	AR
ASNRS	AR
NEDMILG	AR
NEDMILEG	AR
ATP8B1	AD,AR
FIC1	AD,AR
BRIC	AD,AR
PFIC1	AD,AR
ICP1	AD,AR
NEDD4L	AD
KIAA0439	AD
RSP5	AD
PVNH7	AD
MALT1	AR
MLT	AR
IMD12	AR
RX	AR
MCOP3	AR
LMAN1	AR
ERGIC53	AR
F5F8D	AR
MCFD1	AR
CCBE1	AR
KIAA1983	AR
HKLLS1	AR
MC4R	AD,AR
BMIQ20	AD,AR
PIGN	AR
MCAHS1	AR
TNFRSF11A	AD,AR
RANK	AD,AR
ODFR	AD,AR
FEO	AD,AR
OPTB7	AD,AR
PDB2	AD,AR
KDSR	AR
FVT1	AR
EKVP4	AR
SERPINB7	AR
MEGSIN	AR
PPKN	AR
ECTD8	AR
SERPINB8	AR
PI8	AR
CAP2	AR
PSS5	AR
RTTN	AR
MSSP	AR
CYB5A	AR
MCB5	AR
METAG	AR
TSHZ1	AD
TSH1	AD
CAA	AD
CTDP1	AR
FCP1	AR,XL
CCFDN	AR
TXNL4A	AR
DIM1	AR
BMKS	AR
EXT3	AD
FEB2	AD
IS1	AD
AIS	AD
MDRV	AD
PPNAD4	AD
ELANE	AD
ELA2	AD
SCN1	AD
CFD	AR
ADN	AR
KISS1R	AD,AR
GPR54	AD,AR
HH8	AD,AR
CPPB1	AD,AR
GPX4	AR
SMDS	AR
STK11	AD
PJS	AD
LKB1	AD
ATP5F1D	AR
ATP5D	AR
MC5DN5	AR
NDUFS7	AR
PSST	AR
MC1DN3	AR
GAMT	AR
CCDS2	AR
APC2	AR
APCL	AR
SOTOS3	AR
REEP6	AR
DP1L1	AR
TB2L1	AR
C19orf32	AR
RP77	AR
TCF3	AD
E2A	AD
AGM8	AD
ADAT3	AR
TAD3	AR
MRT36	AR
AP3D1	AR
HPS10	AR
AMH	AR
MIF	AR
LMNB2	AR
LMN2	AR
EPM9	AR
MCPH27	AR
TLE6	AR
GRG6	AR
PREMBL	AR
GNA11	AD
HHC2	AD
HYPOC2	AD
GIPC3	AR
DFNB15	AR
DFNB72	AR
DFNB95	AR
PIP5K1C	AR
LCCS3	AR
RAX2	AD
RAXL1	AD
QRX	AD
CORD11	AD
ARMD6	AD
ATCAY	AR
KIAA1872	AR
EEF2	AD
EF2	AD
SCA26	AD
MAP2K2	AD
PRKMK2	AD
MEK2	AD
MKK2	AD
CFC4	AD
SH3GL1	AD,SM
EEN	AD,SM
SEMA6B	AD
EPM11	AD
KDM4B	AD
JMJD2B	AD
KIAA0876	AD
MRD65	AD
MICOS13	AR
C19orf70	AR
MIC13	AR
QIL1	AR
LONP1	AR
PRSS15	AR
LON	AR
CODASS	AR
NDUFA11	AR
MC1DN14	AR
CLPP	AR
PRLTS3	AR
DFNB81	AR
TUBB4A	AD
DYT4	AD
HLD6	AD
CD70	AR
TNFSF7	AR
CD27L	AR
LPFS3	AR
C3	AR
ARMD9	AR
AHUS5	AR
PCOS1	AD
PCO1	AD
PCO	AD
INSR	AD,AR
HHF5	AD,AR
ARHGEF18	AR
KIAA0521	AR
RP78	AR
MCOLN1	AR
ML4	AR
PNPLA6	AR
NTE	AR
SPG39	AR
NTEMND	AR
BNHS	AR
LNMS	AR
OMCS	AR
PET100	AR
C19orf79	AR
MC4DN12	AR
RPS28	AD
DBA15	AD
ANGPTL4	AD
PGAR	AD
HFARP	AD
FIAF	AD
TGQTL	AD
RAB11B	AD
NDAGSCW	AD
ADAMTS10	AR
WMS1	AR
DNMT1	AD
MCMT	AD
HSN1E	AD
ADCADN	AD
S1PR2	AR
EDG5	AR
DFNB68	AR
FDX2	AR
FDX1L	AR
MEOAL	AR
TYK2	AR
IMD35	AR
DNM2	AD,AR
CMTDIB	AD,AR
CMTDI1	AD,AR
CMT2M	AD,AR
LCCS5	AD,AR
SMARCA4	AD
BRG1	AD
RTPS2	AD
MRD16	AD
CSS4	AD
LDLR	AD,AR
FHCL1	AD,AR
FHC	AD,AR
LDLCQ2	AD,AR
KANK2	AR
ANKRD25	AR
KIAA1518	AR
PPKWH	AR
NPHS16	AR
DOCK6	AR
KIAA1395	AR
AOS2	AR
CCDC151	AR
CILD30	AR
PRKCSH	AD
G19P1	AD
PCLD1	AD
ACP5	AR
SPENCDI	AR
MAN2B1	AR
MANB	AR
DHPS	AR
NEDSSWI	AR
RNASEH2A	AR
RNHIA	AR
AGS4	AR
MAST1	AD
SAST	AD
KIAA0973	AD
MCCCHCM	AD
KLF1	AD
EKLF	AD
INLU	AD
HBFQTL6	AD
CDAN4	AD
GCDH	AR
FARSA	AR
CML33	AR
RILDBC2	AR
NFIX	AD
NF1A	AD
SOTOS2	AD
MRSHSS	AD
TRMT1	AR
TRM1	AR
MRT68	AR
NACC1	AD
BTBD14B	AD
NECFM	AD
CACNA1A	AD
CACNL1A4	AD
SCA6	AD
DEE42	AD
CC2D1A	AR
MRT3	AR
PRKACA	AD
CAFD1	AD
GIPC1	AD
RGS19IP1	AD
C19orf3	AD
OPDM2	AD
TECR	AR
GPSN2	AR
TER	AR
SC2	AR
MRT14	AR
ADGRE2	AD
EMR2	AD
VBU	AD
CASP14	AR
ARCI12	AR
NOTCH3	AD
CADASIL1	AD
CASIL	AD
IMF2	AD
LMNS	AD
CYP4F22	AR
ARCI5	AR
LI3	AR
CPAMD8	AR
KIAA1283	AR
ASGD8	AR
GTPBP3	AR
MSS1	AR
COXPD23	AR
PLVAP	AR
PV1	AR
DIAR10	AR
COLGALT1	AR
GLT25D1	AR
BSVD3	AR
FCHO1	AR
IMD76	AR
INSL3	AD
JAK3	AR
JAKL	AR
SLC5A5	AR
NIS	AR
TDH1	AR
IL12RB1	AR
IMD30	AR
PIK3R2	AD
MPPH1	AD
CRLF1	AR
CISS1	AR
COMP	AD
EDM1	AD
MED	AD
PSACH	AD
CTS2	AD
CERS1	AR
LASS1	AR
UOG1	AR
EPM8	AR
GDF1	AD,AR
DTGA3	AD,AR
DORV	AD,AR
RAI	AD,AR
CHTD6	AD,AR
SLC25A42	AR
MECREN	AR
RFXANK	AR
NDUFA13	AR
GRIM19	AR
MC1DN28	AR
BFIS1	AD
BFIC1	AD
UQCRFS1	AR
MC3DN10	AR
C19orf12	AD,AR
NBIA4	AD,AR
SPG43	AD,AR
AAA1	AD
CTRCT35	AR
CATCN1	AR
DEL19q13.11d	AD
C19DELq13.11d	AD
DEL19q13.11p	AD
C19DELq13.11p	AD
EA7	AD
SLC7A9	AD,AR
CSNU3	AD,AR
CEBPA	AD,SM
CEBP	AD,SM
PEPD	AR
CHST8	AR
GALNAC4ST1	AR
PSS3	AR
GPI	AR
SCN1B	AD,AR
GEFSP1	AD,AR
BRGDA5	AD,AR
ATFB13	AD,AR
DEE52	AD,AR
LGI4	AR
AMC1	AR
HAMP	AR
LEAP1	AR
HEPC	AR
HFE2B	AR
MAG	AR
GMA	AR
SPG75	AR
COX6B1	AR
MC4DN7	AR
KMT2B	AD
MLL4	AD
KIAA0304	AD
DYT28	AD
PSENEN	AD
PEN2	AD
ACNINV2	AD
NPHS1	AR
NPHN	AR
TYROBP	AR
DAP12	AR
PLOSL1	AR
SDHAF1	AR
MC2DN2	AR
SYNE4	AR
NESP4	AR
C19orf46	AR
DFNB76	AR
WDR62	AR
C19orf14	AR
MCPH2	AR
SIPA1L3	AR
SPAL3	AR
SPAR3	AR
KIAA0545	AR
CTRCT45	AR
MRT11	AR
TEC	AR
SPINT2	AR
HAI2	AR
DIAR3	AR
YIF1B	AR
KABAMAS	AR
RYR1	AD,AR
MHS	AD,AR
CCO	AD,AR
ACTN4	AD
FSGS1	AD
FSGS	AD
SARS2	AR
PLEKHG2	AR
CLG	AR
LDAMD	AR
TIMM50	AR
TIM50	AR
MGCA9	AR
DLL3	AR
SCDO1	AR
DYRK1B	AD
MIRK	AD
AOMS3	AD
AKT2	AD
HIHGHH	AD
PLD3	AD
HUK4	AD
SCA46	AD
PRX	AD,AR
CMT4F	AD,AR
SPTBN4	AR
QV	AR
NEDHND	AR
CMND	AR
LTBP4	AR
LTBP4S	AR
LTBP4L	AR
ARCL1C	AR
COQ8B	AR
ADCK4	AR
NPHS9	AR
CYP2A6	AD
CYP2A3	AD
CYP2A	AD
P450C2A	AD
TGFB1	AD,AR
DPD1	AD,AR
CED	AD,AR
IBDIMDE	AD,AR
B9D2	AR
MKS10	AR
JBTS34	AR
BCKDHA	AR
MSUD1	AR
RPS19	AD
DBA	AD
DBA1	AD
CD79A	AR
IGA	AR
ARHGEF1	AR
LBCL2	AR
IMD62	AR
ATP1A3	AD
DYT12	AD
RDP	AD
AHC2	AD
CAPOS	AD
ERF	AD
PE2	AD
CRS4	AD
CHYTS	AD
CIC	AD
KIAA0306	AD
MRD45	AD
MEGF8	AR
EGFL4	AR
CRPT2	AR
LIPE	AR
LHS	AR
FPLD6	AR
ETHE1	AR
HSCO	AR
D83198	AR
XRCC1	AR
SCAR26	AR
C19orf61	AR
SMG9	AR
HBMS	AR
KCNN4	AD
KCA4	AD
SK4	AD
DHS2	AD
CEACAM16	AD,AR
CEAL2	AD,AR
DFNA4B	AD,AR
DFNB113	AD,AR
APOE	AD,AR
AD2	AD,AR
LPG	AD,AR
LDLCQ5	AD,AR
APOC2	AR
RELB	AR
IREL	AR
IMD53	AR
BLOC1S3	AR
BLOS3	AR
HPS8	AR
ERCC2	AR
EM9	AR
XPD	AR
COFS2	AR
TTD1	AR
ERCC1	AR
UV20	AR
COFS4	AR
RTN2	AD
NSPL1	AD
SPG12	AD
OPA3	AD,AR
MGA3	AD,AR
DMPK	AD
DM	AD
DMK	AD
NOVA2	AD
ANOVA	AD
NEDASB	AD
CCDC8	AR
3M3	AR
CALM3	AD
LQT16	AD
CPVT6	AD
FKRP	AR
MDC1C	AR
LGMDR9	AR
MDDGA5	AR
MDDGB5	AR
MDDGC5	AR
AP2S1	AD
CLAPS2	AD
AP17	AD
HHC3	AD
KPTN	AR
20000	AR
MRT41	AR
BICRA	AD
GLTSCR1	AD
CSS12	AD
CRX	AD
CORD2	AD
CRD	AD,XL,XR
LCA7	AD
CARD8	AD
TUCAN	AD
KIAA0955	AD
NDPP1	AD
IBD30	AD
CCDC114	AR
CILD20	AR
GRIN2D	AD
NMDAR2D	AD
DEE46	AD
SULT2B1	AR
ARCI14	AR
RPL18	AD
DBA18	AD
BCAT2	AR
BCT2	AR
HVLI	AR
FTL	AD,AR
NBIA3	AD,AR
LFTD	AD,AR
GYS1	AR
GYS	AR
LHB	AR
HH23	AR
TRPM4	AD
PFHB1B	AD
EKVP6	AD
CPT1C	AD
SPG73	AD
MED25	AR
PTOV2	AR
ARC92	AR
BVSYS	AR
PNKP	AR
PNK	AR
MCSZ	AR
AOA4	AR
CMT2B2	AR
NUP62	AR
SNDI	AR
IBSN	AR
MYH14	AD
KIAA2034	AD
DFNA4A	AD
PNMHH	AD
KCNC3	AD
SCA13	AD
POLD1	AD
CRCS10	AD
MDPL	AD
EMC10	AR
C19orf63	AR
HSS1	AR
HSM1	AR
NEDDFAS	AR
ACP4	AR
ACPT	AR
AI1J	AR
KLK4	AR
EMSP1	AR
PRSS17	AR
AI2A1	AR
ETFB	AR
LIM2	AR
MP19	AR
CTRCT19	AR
PPP2R1A	AD
MRD36	AD
NLRP12	AD
NALP12	AD
PYPAF7	AD
RNO	AD
FCAS2	AD
PRKCG	AD
PKCC	AD
PKCG	AD
SCA14	AD
PRPF31	AD
PRP31	AD
RP11	AD
CNOT3	AD
NOT3	AD
IDDSADF	AD
MBOAT7	AR
BB1	AR
LENG4	AR
MRT57	AR
TSEN34	AR
PCH2C	AR
LENG5	AR
SEN34	AR
NALP7	AR
NOD12	AR
PYPAF3	AR
HYDM	AR
GP6	AR
GPIV	AR
BDPLT11	AR
TNNT1	AR
ANM	AR
NEM5	AR
TNNI3	AD,AR
CMH7	AD,AR
CMD2A	AD,AR
RCM1	AD,AR
CMD1FF	AD,AR
DNAAF3	AR
PF22	AR
CILD2	AR
AURKC	AR
STK13	AR
AIE2	AR
SPGF5	AR
RBCK1	AR
HOIL1	AR
PGBM1	AR
PBMEI	AR
C20orf18	AR
TBC1D20	AR
C20orf140	AR
WARBM4	AR
CSNK2A1	AD
CK2A1	AD
OCNDS	AD
SLC52A3	AR
C20orf54	AR
RFT2	AR
BVVLS1	AR
RSPO4	AR
CRISTIN4	AR
PDYN	AD
SCA23	AD
TGM3	AR
UHS2	AR
TGM6	AD
TG6	AD
TGY	AD
SCA35	AD
SNRPB	AD
CCMS	AD
NOP56	AD
SCA36	AD
IDH3B	AR
RP46	AR
VPS16	AD
DYT30	AD
AVP	AD
AVRP	AD
VP	AD
DDRGK1	AR
UFBP1	AR
C20orf116	AR
SEMDSH	AR
ITPA	AR
DEE35	AR
SLC4A11	AR
BTR1	AR
NABC1	AR
CDPD	AR
FECD4	AR
PANK2	AR
NBIA1	AR
PKAN	AR
PRNP	AD
PRIP	AD
KURU	AD
CJD	AD
PCNA	AR
ATLD2	AR
PROKR2	AR
PKR2	AD
GPR73L1	AD
HH3	AD
MCM8	AR
POF10	AR
FERMT1	AR
KIND1	AR
URP1	AR
C20orf42	AR
BMP2	AD
BMP2A	AD
SSFSC1	AD
PLCB1	AR
KIAA0581	AR
PLCB1A	AR
PLCB1B	AR
DEE12	AR
PLCB4	AD,AR
ARCND2	AD,AR
SNAP25	AD
CMS18	AD
MKKS	AR
HMCS	AR
KMS	AR,XR
BBS6	AR
JAG1	AD
AHD	AD
DCHE	AD
TASP1	AR
C20orf13	AR
SULEHS	AR
NDUFAF5	AR
C20orf7	AR
MC1DN16	AR
FLRT3	AD
HH21	AD
BFSP1	AD,AR
CP115	AD,AR
CTRCT33	AD,AR
DYT17	AR
MGME1	AR
C20orf72	AR
MTDPS11	AR
OVOL2	AD
ZNF339	AD
PPCD1	AD
PET117	AR
MC4DN19	AR
SEC23B	AD,AR
CDAN2	AD,AR
HEMPAS	AD,AR
CWS7	AD,AR
RIN2	AR
MACS	AR
KIZ	AR
KIZUNA	AR
C20orf19	AR
RP69	AR
PAX1	AR
GZF1	AR
ZNF336	AR
JLSM	AR
CST3	AD
ARMD11	AD
VSX1	AD
RINX	AD
KTCN1	AD
CAASDS	AD
ABHD12	AR
PHARC	AR
GINS1	AR
KIAA0186	AR
IMD55	AR
MBCS	AD
SCAR6	AR
CLA3	AR
COX4I2	AR
MYLK2	AD
POFUT1	AD
OFUCT1	AD
KIAA0180	AD
DDD2	AD
KIF3B	AD
KIAA0359	AD
RP89	AD
ASXL1	AD
KIAA0978	AD
BOPS	AD
DNMT3B	AR
ICF1	AR
SUN5	AR
TSARG4	AR
SPAG4L	AR
SPGF16	AR
SNTA1	AD
SNT1	AD
TACIP1	AD
LQT12	AD
ZNF341	AR
HIES3	AR
CHMP4B	AD
SNF7	AD
CTPP3	AD
CTRCT31	AD
AHCY	AR
SAHH	AR
ITCH	AR
AIP4	AR
NAPP1	AR
ADMFD	AR
PIGU	AR
CDC91L1	AR
GPIBD21	AR
NEDBSS	AR
GSS	AR
GSHS	AR
GDF5	AD,AR
CDMP1	AD,AR
SYNS2	AD,AR
OS5	AD,AR
BDA1C	AD,AR
SYM1B	AD,AR
DUPANS	AD,AR
CEP250	AR
CEP2	AR
CRDHL2	AR
NFS1	AR
NIFS	AR
COXPD52	AR
EPB41L1	AD
MRD11	AD
MYL9	AR
MLC2	AR
MMIHS4	AR
SAMHD1	AD,AR
AGS5	AD,AR
DCIP	AD,AR
CHBL2	AD,AR
SRC	AD
ASV	AD
SRC1	AD
THC6	AD
PSMNSW	AD
MAFB	AD
KRML	AD
MCTO	AD
DURS3	AD
IFT52	AR
JPH2	AD
JP2	AD
CMH17	AD
FIT2	AR
C20orf142	AR
SIDDIS	AR
HNF4A	AD
TCF14	AD
MODY1	AD
FRTS4	AD
ADA	AR
PIGT	AD,AR,SM
NDAP	AD,AR,SM
PNH2	AD,AR,SM
MCAHS3	AD,AR,SM
CTSA	AR
PPGB	AR
GSL	AR
NGBE	AR
GLB2	AR
ZNF335	AR
NIF1	AR
NIF2	AR
MCPH10	AR
SLC12A5	AR
KCC2	AR
KIAA1176	AR
DEE34	AR
EIG14	AR
CD40	AR
TNFRSF5	AR
ELMO2	AR
CED12	AR
VMPI	AR
SLC13A3	AR
NADC3	AR
ARLIAK	AR
TP53RK	AR
PRPK	AR
GAMOS4	AR
SLC2A10	AR
GLUT10	AR
ATORS	AR
ARFGEF2	AR
BIG2	AR
PVNH2	AR
KCNB1	AD
DEE26	AD
ADNP	AD
ADNP1	AD
KIAA0784	AD
HVDAS	AD
MRD28	AD
DPM1	AR
MPDS	AR
CDGIE	AR
DFNB65	AR
EEGV1	AD
EEGL	AD
SALL4	AD
HSAL4	AD
DRRS	AD
IVIC	AD
CYP24A1	AR
CYP24	AR
HCINF1	AR
PCK1	AR
PCKDC	AR
VAPBC	AD
VAPB	AD
VAPC	AD
ALS8	AD
STX16	AD
SYN16	AD
GNASAS1	AD
GNASAS	AD
SANG	AD
NESPAS	AD
GNAS	AD,SM
GNAS1	AD,SM
GPSA	AD,SM
POH	AD,SM
PHP1B	AD,SM
PHP1A	AD,SM
AHO	AD,SM
PHP1C	AD,SM
PITA3	AD,SM
TUBB1	AD
ATP5E	AR
MC5DN3	AR
EDN3	AD,AR
WS4B	AD,AR
HSCR4	AD,AR
SYCP2	AR
SPGF1	AR
OSBPL2	AD
ORP2	AD
KIAA0772	AD
DNFA67	AD
GATA5	AD,AR
CHTD5	AD,AR
COL9A3	AD
EDM3	AD
IDD	AD
SLC17A9	AD
C20orf59	AD
POROK8	AD
CHRNA4	AD
ENFL1	AD
KCNQ2	AD
EBN1	AD
DEE7	AD
BFNS1	AD
EEF1A2	AD
DEE33	AD
MRD38	AD
RTEL1	AD,AR
C20orf41	AD,AR
NHL	AD,AR
KIAA1088	AD,AR
DKCB5	AD,AR
DKCA4	AD,AR
PFBMFT3	AD,AR
DNAJC5	AD
DNAJC5A	AD
CSP	AD
CLN4B	AD
PRPF6	AD
PRP6	AD
TOM	AD
C20orf14	AD
SOX18	AD,AR
HLTS	AD,AR
HLTRS	AD,AR
NRCLP3	AD
NRIP1	AD
RIP140	AD
CAKUT3	AD
USH1E	AR
TMPRSS15	AR
PRSS7	AR
ENTK	AR
JAM2	AR
VEJAM	AR
IBGC8	AR
APP	AD
CVAP	AD
AD1	AD
TUKLS	AR
SOD1	AD,AR
ALS1	AD,AR
STAHP	AD,AR
MRAP	AR
FALP	AR
C21orf61	AR
FGD2	AR
CFAP298	AR
C21orf59	AR
CILD26	AR
SYNJ1	AR
PARK20	AR
DEE53	AR
IFNAR2	AR
IMD45	AR
CRFB4	AR
IBD25	AR
IFNGR2	AR
IFNGT1	AR
IFGR2	AR
IMD28	AR
SON	AD
TOKIMS	AD
DONSON	AR
C21orf60	AR
MISSLA	AR
MIMIS	AR
KCNE2	AD
MIRP1	AD
LQT6	AD
ATFB4	AD
KCNE1	AD,AR
JLNS	AD,AR
LQT5	AD,AR
JLNS2	AD,AR
RUNX1	AD,SM
CBFA2	AD,SM
AML1	AD,SM
CLDN14	AR
DFNB29	AR
HLCS	AR
HCS	AR
PIGP	AR
DSCR5	AR
DEE55	AR
DYRK1A	AD
MNBH	AD
MNB	AD
MRD7	AD
KCNJ6	AD
GIRK2	AD
KCNJ7	AD
KPLBS	AD
HPE1	AD
RIPK4	AR
NKRD3	AR
DIK	AR
PPS2	AR
CHANDS	AR
TMPRSS3	AR
ECHOS1	AR
DFNB8	AR
DFNB10	AR
RSPH1	AR
TSGA2	AR
TSA2	AR
CILD24	AR
WDR4	AR
MIGSB	AR
GAMOS6	AR
CBS	AR
CRYAA	AD,AR
CRYA1	AD,AR
CTRCT9	AD,AR
SIK1	AD
SNF1LK	AD
MSK	AD
DEE30	AD
HSF2BP	AR
POF19	AR
PDXK	AR
PKH	AR
HMSN6C	AR
CSTB	AR
STFB	AR
EPM1	AR
PME	AR
EPM1A	AR
ULD	AR
AIRE	AD,AR
APECED	AD,AR
APS1	AD,AR
CFAP410	AR
C21orf2	AR
SMDAX	AR
RDMS	AR
TSPEAR	AR
C21orf29	AR
DFNB98	AR
ECTD14	AR
ITGB2	AR
CD18	AR
LCAMB	AR
ADARB1	AR
RED1	AR
NEDHYMS	AR
COL18A1	AD,AR
KNO1	AD,AR
GLCC	AD,AR
SLC19A1	AR
FOLT	AR
MEGAF	AR
COL6A1	AD,AR
UCHMD1	AD,AR
COL6A2	AD,AR
FTCD	AR
OSC	AR
CTRCT44	AR
HYPT14	AR
APMR4	AR
MCM3AP	AR
MAP80	AR
GANP	AR
PNRIID	AR
PCNT2	AR
KEN	AR
MOPD2	AR
ACF	AD
CECR	AD
CES	AD
IL17RA	AR
IL17R	AR
IMD51	AR
ADA2	AR
CECR1	AR
VAIHS	AR
SNEDS	AR
DEL22q11.2	AD
C22DELq11.2	AD
DFNB40	AR
DUP22q11.2	AD
ATP6V1E1	AR
ATP6E	AR
ARCL2C	AR
PEX26	AR
PBD7A	AR
PBD7B	AR
USP18	AR
UBP43	AR
ISG43	AR
PTORCH2	AR
PRODH	AR
PRODH2	AR
SCZD4	AR
SLC25A1	AR
SLC20A3	AR
CTP	AR
D2L2AD	AR
CMS23	AR
CDC45L	AR
CDC45L2	AR
MGORS7	AR
GP1BB	AR
TBX1	AD
DGS	AD
CTHM	AD
CAFS	AD
TGA	AD
VCFS	AD
DGCR	AD
TXNRD2	AR
TRXR2	AR
SELZ	AR
GCCD5	AR
TANGO2	AR
C22orf25	AR
MECRCN	AR
SCARF2	AR
SREC2	AR
VDEGS	AR
PI4KA	AR
PIK4CA	AR
PMGYCHA	AR
HCF2	AD
HC2	AD
SERPIND1	AD
THPH10	AD
SNAP29	AR
CEDNIK	AR
LZTR1	AD,AR
SWNTS2	AD,AR
NS10	AD,AR
NS2	AD,AR
MAPK1	AD
PRKM1	AD
ERK2	AD
NS13	AD
IGLL1	AR
IGO	AR
IGL5	AR
VPREB2	AR
AGM2	AR
CHCHD10	AD
FTDALS2	AD
SMAJ	AD
IMMD	AD
SMARCB1	AD
SNF5	AD
INI1	AD
RDT	AD
RTPS1	AD
MRD15	AD
SWNTS1	AD
CSS3	AD
SPECC1L	AD
KIAA0376	AD
OBLFC1	AD
GBBB2	AD
TBHS	AD
UPB1	AR
BUP1	AR
GGT1	AR
GGT	AR
GGTD	AR
CRYBB3	AD,AR
CRYB3	AD,AR
CATCN2	AD,AR
CTRCT22	AD,AR
CRYBB2	AD
CRYB2	AD
CTRCT3	AD
CCA2	AD
CDAGS	AR
MYO18B	AR
KFS4	AR
HPS4	AR
CRYBB1	AD,AR
CATCN3	AD,AR
CTRCT17	AD,AR
MN1	AD
MGCR	AD
CEBALID	AD
KREMEN1	AR
KRM1	AR
ECTD13	AR
AP1B1	AR
ADTB1	AR
BAM22	AR
CLAPB2	AR
KIDAR	AR
NEFH	AD
CMT2CC	AD
NF2	AD
TCN2	AR
TC2	AR
MORC2	AD
ZCW3	AD
ZCWCC1	AD
KIAA0852	AD
CMT2Z	AD
DIGFAN	AD
PISD	AR
PSD	AR
PSSC	AR
LIBF	AR
DEPDC5	AD
KIAA0645	AD
FFEVF1	AD
MDNS	AD
SLC5A1	AR
SGLT1	AR
FBXO7	AR
FBX7	AR
FBX	AR
PKPS	AR
PARK15	AR
TIMP3	AD
SFD	AD
LARGE	AR
KIAA0609	AR
MDC1D	AR
MDDGA6	AR
MDDGB6	AR
MCM5	AR
CDC46	AR
MGORS8	AR
MYH9	AD
MHA	AD
FTNS	AD
DFNA17	AD
BDPLT6	AD
MATINS	AD
TXN2	AR
TRX2	AR
MTRX	AR
COXPD29	AR
CACNG2	AD
MRD10	AD
IFT27	AR
RABL4	AR
BBS19	AR
NCF4	AR
P40PHOX	AR
CGD3	AR
CSF2RB	AR
SMDP5	AR
KCTD17	AD
TMPRSS6	AR
IRIDA	AR
IL2RB	AR
IMD63	AR
RAC2	AD
IMD73A	AD
IMD73B	AD
IMD73C	AD
TRIOBP	AR
KIAA1662	AR
SOX10	AD
WS4	AD
WS4C	AD
PCWH	AD
PLA2G6	AR
IPLA2	AR
INAD1	AR
NBIA2B	AR
NBIA2A	AR
PARK14	AR
DNAL4	AR
MRMV3	AR
PDGFB	AD
SIS	AD
IBGC5	AD
TNRC6B	AD
KIAA1093	AD
GDSBA	AD
ADSL	AR
MKL1	AR
AMKL	AR
MAL	AR
XPNPEP3	AR
APP3	AR
NPHPL1	AR
EP300	AD
RSTS2	AD
MKHK2	AD
ACO2	AR
ICRD	AR
OPA9	AR
MEI1	AR
SPATA38	AR
HYDM3	AR
TNFRSF13C	AR
BAFFR	AR
CVID4	AR
NAGA	AR
NDUFA6	AR
MC1DN33	AR
TCF20	AD
SPBP	AD
AR1	AD
DDVIBA	AD
CYB5R3	AR
DIA1	AR
B5R	AR
FBLN1	AD
ATXN10	AD
SCA10	AD
TRMU	AR
MTO2	AR
CELSR1	AD
LMPHM9	AD
ALG12	AR
CDG1G	AR
MLC1	AR
LVM	AR
VL	AR
TUBGCP6	AR
GCP6	AR
KIAA1669	AR
MCCRP1	AR
SBF1	AR
MTMR5	AR
CMT4B3	AR
SCO2	AD,AR
MC4DN2	AD,AR
MYP6	AD,AR
TYMP	AR
ECGF1	AR
MNGIE	AR
PDECGF	AR
MEDPS1	AR
MTDPS1	AR
CHKB	AR
CHKL	AR
CKEKB	AR
EKB	AR
MDCMC	AR
ARSA	AR
SHANK3	AD
PSAP2	AD
PROSAP2	AD
KIAA1650	AD
DEL22q13.3	AD
SCZD15	AD
AIC	XD
AMELX	XD
AMG	XD
AIH1	XD
AMGX	XD
AI1E	XD
AP1S2	XR
MRX59	XR
MRXSF	XR
MRXS21	XR
MRXS5	XR
PGS	XR
ARSE	XR
CDPX1	XR
CDPXR	XR
CDKL5	XD
STK9	XD
ISSX	XD,XL,XR
DEE2	XD
CLCN4	XD
MRX49	XD
MRX15	XD
MRXSRC	XD
EMWX	XL
GPR143	XL,XR
OA1	XL,XR
NYS6	XL,XR
HCCS	XD
MCOPS7	XD
LSDMCA1	XD
LECD	XD
MID1	XR
OGS1	XR
BBBG1	XR
FXY	XR
MNG2	XD
MRX2	XL
MSL3	XD
MSL3L1	XD
MRXSBA	XD
NLGN4	XL
KIAA1260	XL
AUTSX2	XL
ASPGX2	XL
OASD	XL
OFD1	XD,XR
CXorf5	XD,XR
SGBS2	XD,XR
JBTS10	XD,XR
RP23	XD,XR
POLA1	XL,XR
VEODS	XL,XR
SHOX	PD,PR
GCFX	PD,PR
SS	PD,PR
PHOG	PD,PR
TBL1X	XL
TBL1	XL
CHNG8	XL
TLR7	XL,XR
IMD74	XL,XR
STS	XL,XR
ARSC1	XL,XR
ARSC	XL,XR
SSDD	XL,XR
XLI	XL,XR
ANOS1	XR
KAL1	XR
ADMLX	XR
HH1	XR
FANCB	XR
